Product_ID,Factory,Line,Shift,Product_Type,Process_Mode,Defect
CHIP-00518,B,L3,Day,Advanced,High_Speed,0
CHIP-00519,C,L3,Day,Advanced,Normal,0
CHIP-00520,C,L3,Day,Premium,Normal,0
CHIP-00521,A,L1,Night,Advanced,High_Speed,0
CHIP-00522,B,L3,Night,Standard,Normal,0
CHIP-00523,B,L3,Day,Advanced,Normal,0
CHIP-00524,A,L1,Day,Standard,High_Speed,0
CHIP-00525,A,L2,Day,Standard,High_Speed,0
CHIP-00526,B,L2,Day,Advanced,Normal,0
CHIP-00527,A,L3,Day,Standard,High_Speed,0
CHIP-00528,B,L1,Night,Standard,Normal,0
CHIP-00529,A,L2,Day,Standard,Normal,0
CHIP-00530,A,L2,Night,Standard,Normal,0
CHIP-00531,C,L2,Day,Premium,High_Speed,0
CHIP-00532,A,L3,Day,Standard,Normal,0
CHIP-00533,A,L2,Day,Standard,Normal,0
CHIP-00534,A,L1,Day,Advanced,Normal,0
CHIP-00535,A,L3,Night,Advanced,Normal,0
CHIP-00536,B,L1,Night,Advanced,Normal,0
CHIP-00537,C,L1,Day,Advanced,Normal,0
CHIP-00538,B,L1,Day,Advanced,High_Speed,0
CHIP-00539,A,L3,Day,Standard,Normal,0
CHIP-00540,A,L3,Day,Advanced,Normal,0
CHIP-00541,C,L3,Night,Premium,Normal,0
CHIP-00542,A,L1,Day,Advanced,High_Speed,0
CHIP-00543,A,L2,Day,Advanced,Normal,0
CHIP-00544,A,L2,Night,Premium,Normal,0
CHIP-00545,C,L2,Day,Standard,Normal,0
CHIP-00546,C,L1,Day,Premium,Normal,0
CHIP-00547,A,L1,Day,Advanced,High_Speed,0
CHIP-00548,A,L3,Night,Standard,Normal,0
CHIP-00549,C,L3,Night,Premium,Normal,0
CHIP-00550,A,L1,Night,Advanced,High_Speed,0
CHIP-00551,B,L3,Day,Advanced,Normal,0
CHIP-00552,C,L2,Night,Standard,Normal,0
CHIP-00553,A,L2,Day,Standard,Normal,0
CHIP-00554,B,L1,Day,Premium,High_Speed,1
CHIP-00555,B,L3,Day,Premium,High_Speed,0
CHIP-00556,B,L1,Day,Standard,Normal,0
CHIP-00557,B,L3,Day,Standard,Normal,0
CHIP-00558,B,L2,Night,Advanced,Normal,0
CHIP-00559,B,L1,Day,Standard,Normal,0
CHIP-00560,B,L1,Night,Advanced,Normal,0
CHIP-00561,A,L3,Day,Premium,Normal,0
CHIP-00562,A,L1,Day,Standard,Normal,0
CHIP-00563,A,L1,Night,Advanced,Normal,0
CHIP-00564,B,L2,Day,Advanced,Normal,0
CHIP-00565,B,L1,Day,Standard,High_Speed,0
CHIP-00566,B,L2,Day,Advanced,Normal,0
CHIP-00567,B,L2,Night,Advanced,High_Speed,0
CHIP-00568,C,L1,Day,Premium,Normal,0
CHIP-00569,B,L2,Night,Advanced,Normal,1
CHIP-00570,C,L1,Day,Premium,Normal,0
CHIP-00571,A,L3,Day,Standard,High_Speed,0
CHIP-00572,C,L1,Night,Premium,High_Speed,0
CHIP-00573,B,L2,Day,Advanced,Normal,0
CHIP-00574,C,L3,Day,Advanced,Normal,0
CHIP-00575,C,L3,Day,Standard,Normal,0
CHIP-00576,A,L1,Day,Standard,Normal,0
CHIP-00577,C,L1,Day,Advanced,Normal,0
CHIP-00578,B,L2,Day,Premium,High_Speed,0
CHIP-00579,C,L3,Day,Premium,Normal,0
CHIP-00580,B,L3,Day,Standard,High_Speed,0
CHIP-00581,A,L1,Night,Standard,Normal,0
CHIP-00582,C,L3,Night,Advanced,Normal,0
CHIP-00583,A,L1,Day,Advanced,Normal,0
CHIP-00584,B,L2,Day,Advanced,High_Speed,0
CHIP-00585,A,L2,Day,Standard,Normal,0
CHIP-00586,A,L1,Night,Standard,Normal,0
CHIP-00587,C,L3,Day,Standard,Normal,0
CHIP-00588,C,L3,Night,Advanced,Normal,0
CHIP-00589,C,L1,Day,Standard,Normal,0
CHIP-00590,C,L1,Day,Advanced,Normal,0
CHIP-00591,B,L3,Day,Premium,High_Speed,0
CHIP-00592,C,L3,Night,Advanced,Normal,0
CHIP-00593,B,L1,Day,Premium,High_Speed,0
CHIP-00594,B,L1,Day,Advanced,High_Speed,0
CHIP-00595,C,L3,Day,Advanced,Normal,0
CHIP-00596,C,L2,Day,Standard,Normal,0
CHIP-00597,C,L2,Day,Advanced,Normal,0
CHIP-00598,B,L2,Day,Advanced,Normal,0
CHIP-00599,B,L2,Night,Advanced,High_Speed,1
CHIP-00600,B,L1,Night,Premium,High_Speed,0
CHIP-00601,C,L2,Day,Premium,Normal,0
CHIP-00602,B,L1,Day,Advanced,Normal,0
CHIP-00603,A,L1,Day,Standard,Normal,0
CHIP-00604,A,L3,Day,Standard,Normal,0
CHIP-00605,B,L1,Day,Advanced,Normal,0
CHIP-00606,A,L1,Night,Standard,High_Speed,0
CHIP-00607,B,L3,Day,Premium,Normal,0
CHIP-00608,A,L3,Day,Standard,High_Speed,0
CHIP-00609,A,L3,Night,Standard,Normal,0
CHIP-00610,C,L1,Night,Premium,Normal,0
CHIP-00611,B,L2,Day,Advanced,Normal,0
CHIP-00612,C,L3,Day,Standard,Normal,0
CHIP-00613,A,L2,Day,Standard,Normal,0
CHIP-00614,A,L1,Day,Advanced,Normal,0
CHIP-00615,A,L1,Night,Standard,Normal,0
CHIP-00616,A,L1,Night,Standard,Normal,0
CHIP-00617,A,L2,Day,Advanced,Normal,0
CHIP-00618,B,L2,Day,Advanced,Normal,0
CHIP-00619,A,L2,Night,Standard,Normal,0
CHIP-00620,C,L3,Day,Advanced,Normal,0
CHIP-00621,B,L3,Night,Advanced,Normal,0
CHIP-00622,A,L3,Night,Standard,High_Speed,0
CHIP-00623,C,L3,Day,Premium,Normal,0
CHIP-00624,B,L1,Night,Standard,High_Speed,0
CHIP-00625,A,L3,Day,Advanced,Normal,0
CHIP-00626,B,L1,Day,Premium,Normal,0
CHIP-00627,B,L1,Day,Standard,Normal,0
CHIP-00628,B,L2,Night,Advanced,High_Speed,0
CHIP-00629,C,L3,Day,Standard,High_Speed,0
CHIP-00630,A,L1,Day,Advanced,Normal,0
CHIP-00631,B,L1,Day,Premium,Normal,0
CHIP-00632,C,L1,Night,Premium,High_Speed,0
CHIP-00633,B,L2,Night,Advanced,Normal,0
CHIP-00634,C,L3,Day,Premium,Normal,0
CHIP-00635,C,L2,Day,Premium,Normal,0
CHIP-00636,B,L2,Day,Standard,Normal,0
CHIP-00637,B,L3,Night,Premium,High_Speed,0
CHIP-00638,B,L2,Day,Standard,Normal,0
CHIP-00639,A,L2,Night,Premium,Normal,0
CHIP-00640,B,L2,Night,Premium,Normal,0
CHIP-00641,A,L2,Night,Standard,High_Speed,0
CHIP-00642,B,L3,Day,Advanced,Normal,0
CHIP-00643,B,L1,Night,Premium,Normal,0
CHIP-00644,C,L3,Day,Standard,Normal,0
CHIP-00645,A,L2,Night,Standard,Normal,0
CHIP-00646,B,L3,Day,Advanced,Normal,0
CHIP-00647,B,L2,Night,Advanced,Normal,0
CHIP-00648,B,L2,Day,Standard,Normal,0
CHIP-00649,A,L1,Night,Standard,High_Speed,0
CHIP-00650,B,L2,Day,Premium,High_Speed,1
CHIP-00651,B,L2,Night,Premium,High_Speed,0
CHIP-00652,A,L3,Day,Advanced,High_Speed,0
CHIP-00653,B,L3,Day,Advanced,Normal,0
CHIP-00654,A,L2,Day,Advanced,High_Speed,0
CHIP-00655,B,L3,Night,Advanced,Normal,0
CHIP-00656,C,L3,Night,Premium,High_Speed,1
CHIP-00657,A,L3,Night,Advanced,High_Speed,0
CHIP-00658,A,L1,Day,Standard,Normal,0
CHIP-00659,C,L1,Night,Premium,Normal,0
CHIP-00660,A,L3,Day,Premium,Normal,0
CHIP-00661,B,L2,Day,Advanced,High_Speed,0
CHIP-00662,B,L2,Night,Premium,Normal,0
CHIP-00663,B,L2,Day,Premium,Normal,0
CHIP-00664,B,L1,Day,Standard,High_Speed,0
CHIP-00665,B,L1,Night,Standard,Normal,0
CHIP-00666,C,L1,Day,Premium,Normal,0
CHIP-00667,B,L2,Night,Advanced,Normal,0
CHIP-00668,B,L2,Day,Standard,Normal,0
CHIP-00669,C,L2,Night,Advanced,Normal,0
CHIP-00670,A,L1,Day,Standard,Normal,0
CHIP-00671,C,L1,Night,Advanced,Normal,0
CHIP-00672,C,L2,Night,Standard,Normal,0
CHIP-00673,C,L1,Night,Advanced,High_Speed,0
CHIP-00674,A,L3,Day,Advanced,High_Speed,0
CHIP-00675,B,L2,Night,Standard,Normal,0
CHIP-00676,C,L2,Day,Premium,Normal,0
CHIP-00677,A,L2,Day,Advanced,High_Speed,0
CHIP-00678,B,L2,Day,Premium,Normal,0
CHIP-00679,A,L1,Day,Premium,High_Speed,0
CHIP-00680,A,L2,Night,Premium,High_Speed,1
CHIP-00681,C,L1,Day,Advanced,High_Speed,1
CHIP-00682,C,L2,Night,Standard,Normal,0
CHIP-00683,A,L1,Night,Standard,Normal,0
CHIP-00684,A,L2,Day,Standard,Normal,0
CHIP-00685,B,L2,Day,Standard,Normal,0
CHIP-00686,A,L3,Day,Standard,Normal,1
CHIP-00687,B,L2,Day,Standard,Normal,0
CHIP-00688,C,L1,Day,Advanced,Normal,0
CHIP-00689,B,L2,Night,Advanced,Normal,0
CHIP-00690,C,L2,Night,Premium,Normal,0
CHIP-00691,A,L2,Day,Standard,Normal,0
CHIP-00692,A,L2,Day,Standard,Normal,1
CHIP-00693,C,L2,Night,Advanced,Normal,0
CHIP-00694,A,L2,Night,Standard,High_Speed,0
CHIP-00695,A,L2,Night,Premium,High_Speed,0
CHIP-00696,B,L3,Night,Advanced,High_Speed,0
CHIP-00697,A,L2,Day,Standard,Normal,0
CHIP-00698,B,L2,Night,Advanced,High_Speed,0
CHIP-00699,C,L1,Day,Advanced,Normal,0
CHIP-00700,A,L1,Day,Advanced,High_Speed,0
CHIP-00701,B,L1,Night,Standard,Normal,0
CHIP-00702,A,L1,Day,Standard,Normal,0
CHIP-00703,C,L1,Night,Standard,Normal,0
CHIP-00704,A,L2,Night,Advanced,Normal,0
CHIP-00705,C,L2,Night,Advanced,Normal,0
CHIP-00706,A,L1,Day,Standard,Normal,0
CHIP-00707,C,L2,Day,Premium,Normal,0
CHIP-00708,C,L3,Night,Premium,High_Speed,0
CHIP-00709,C,L2,Day,Advanced,Normal,0
CHIP-00710,C,L3,Day,Premium,High_Speed,0
CHIP-00711,A,L3,Day,Advanced,High_Speed,0
CHIP-00712,B,L3,Night,Premium,Normal,0
CHIP-00713,B,L2,Night,Standard,High_Speed,0
CHIP-00714,A,L3,Night,Advanced,Normal,0
CHIP-00715,B,L2,Night,Advanced,Normal,0
CHIP-00716,B,L2,Night,Advanced,Normal,0
CHIP-00717,B,L1,Day,Standard,High_Speed,0
CHIP-00718,C,L1,Day,Advanced,Normal,0
CHIP-00719,C,L3,Day,Premium,Normal,0
CHIP-00720,B,L2,Night,Premium,Normal,0
CHIP-00721,B,L1,Day,Standard,High_Speed,0
CHIP-00722,B,L1,Night,Standard,High_Speed,0
CHIP-00723,B,L2,Night,Standard,Normal,0
CHIP-00724,A,L3,Day,Advanced,Normal,1
CHIP-00725,B,L3,Day,Standard,Normal,0
CHIP-00726,B,L1,Day,Advanced,High_Speed,0
CHIP-00727,A,L1,Day,Standard,Normal,0
CHIP-00728,A,L1,Day,Advanced,High_Speed,0
CHIP-00729,A,L2,Night,Advanced,Normal,0
CHIP-00730,B,L2,Day,Standard,Normal,1
CHIP-00731,A,L2,Night,Advanced,Normal,0
CHIP-00732,C,L2,Day,Premium,High_Speed,0
CHIP-00733,B,L1,Night,Advanced,High_Speed,0
CHIP-00734,A,L1,Night,Standard,Normal,0
CHIP-00735,C,L2,Night,Premium,Normal,0
CHIP-00736,B,L2,Day,Standard,Normal,0
CHIP-00737,A,L2,Night,Premium,Normal,0
CHIP-00738,C,L3,Night,Advanced,High_Speed,0
CHIP-00739,C,L1,Night,Premium,Normal,0
CHIP-00740,B,L3,Day,Advanced,High_Speed,0
CHIP-00741,A,L1,Night,Standard,High_Speed,0
CHIP-00742,C,L2,Day,Advanced,High_Speed,0
CHIP-00743,A,L1,Day,Advanced,Normal,0
CHIP-00744,B,L1,Night,Advanced,High_Speed,0
CHIP-00745,C,L1,Day,Advanced,Normal,1
CHIP-00746,C,L1,Day,Premium,Normal,0
CHIP-00747,B,L2,Day,Standard,Normal,0
CHIP-00748,A,L3,Day,Advanced,Normal,0
CHIP-00749,A,L2,Day,Standard,Normal,0
CHIP-00750,C,L3,Day,Premium,Normal,0
CHIP-00751,C,L3,Day,Premium,Normal,1
CHIP-00752,C,L3,Day,Standard,Normal,0
CHIP-00753,A,L1,Night,Standard,High_Speed,0
CHIP-00754,C,L3,Day,Advanced,Normal,0
CHIP-00755,A,L1,Day,Advanced,Normal,0
CHIP-00756,A,L2,Night,Standard,High_Speed,0
CHIP-00757,C,L2,Night,Advanced,High_Speed,0
CHIP-00758,B,L1,Night,Advanced,High_Speed,0
CHIP-00759,B,L1,Day,Premium,Normal,0
CHIP-00760,B,L2,Day,Standard,Normal,0
CHIP-00761,C,L3,Night,Premium,Normal,0
CHIP-00762,A,L3,Night,Premium,High_Speed,0
CHIP-00763,A,L1,Night,Standard,Normal,0
CHIP-00764,B,L1,Day,Premium,Normal,0
CHIP-00765,C,L3,Day,Premium,High_Speed,0
CHIP-00766,C,L2,Night,Premium,Normal,0
CHIP-00767,B,L1,Night,Advanced,Normal,0
CHIP-00768,C,L2,Night,Standard,Normal,0
CHIP-00769,B,L2,Day,Advanced,Normal,0
CHIP-00770,A,L1,Night,Advanced,Normal,0
CHIP-00771,A,L1,Day,Standard,Normal,0
CHIP-00772,A,L1,Day,Standard,Normal,0
CHIP-00773,A,L2,Day,Advanced,Normal,0
CHIP-00774,A,L1,Day,Standard,Normal,0
CHIP-00775,A,L2,Day,Standard,Normal,0
CHIP-00776,C,L3,Day,Standard,Normal,0
CHIP-00777,A,L1,Day,Standard,Normal,0
CHIP-00778,C,L1,Day,Advanced,Normal,0
CHIP-00779,C,L1,Day,Standard,High_Speed,0
CHIP-00780,B,L3,Night,Advanced,Normal,0
CHIP-00781,C,L2,Night,Standard,Normal,0
CHIP-00782,A,L3,Day,Premium,Normal,0
CHIP-00783,A,L3,Night,Advanced,Normal,0
CHIP-00784,C,L3,Day,Advanced,Normal,0
CHIP-00785,B,L3,Day,Standard,Normal,0
CHIP-00786,B,L1,Day,Standard,Normal,0
CHIP-00787,C,L2,Night,Standard,High_Speed,0
CHIP-00788,C,L3,Day,Premium,High_Speed,1
CHIP-00789,B,L2,Night,Advanced,Normal,0
CHIP-00790,A,L2,Night,Standard,Normal,0
CHIP-00791,C,L3,Day,Premium,Normal,0
CHIP-00792,C,L3,Night,Premium,Normal,0
CHIP-00793,B,L2,Day,Advanced,Normal,0
CHIP-00794,C,L2,Night,Premium,High_Speed,0
CHIP-00795,B,L2,Night,Advanced,Normal,0
CHIP-00796,A,L1,Day,Advanced,High_Speed,0
CHIP-00797,C,L3,Day,Standard,Normal,0
CHIP-00798,B,L3,Night,Standard,High_Speed,0
CHIP-00799,B,L3,Day,Standard,Normal,0
CHIP-00800,B,L1,Night,Standard,Normal,0
CHIP-00801,B,L3,Day,Advanced,Normal,0
CHIP-00802,A,L1,Day,Advanced,Normal,0
CHIP-00803,B,L2,Day,Advanced,Normal,0
CHIP-00804,A,L3,Day,Premium,Normal,0
CHIP-00805,A,L3,Night,Standard,High_Speed,0
CHIP-00806,A,L2,Day,Premium,High_Speed,0
CHIP-00807,A,L2,Day,Standard,Normal,0
CHIP-00808,C,L2,Day,Advanced,Normal,0
CHIP-00809,A,L2,Day,Standard,High_Speed,0
CHIP-00810,A,L1,Day,Standard,High_Speed,0
CHIP-00811,C,L1,Day,Standard,Normal,0
CHIP-00812,C,L3,Day,Premium,Normal,0
CHIP-00813,C,L1,Day,Advanced,Normal,0
CHIP-00814,C,L3,Night,Standard,Normal,0
CHIP-00815,B,L2,Day,Standard,High_Speed,0
CHIP-00816,C,L1,Night,Premium,Normal,0
CHIP-00817,B,L1,Day,Advanced,Normal,0
CHIP-00818,A,L1,Night,Standard,Normal,0
CHIP-00819,B,L1,Day,Standard,Normal,0
CHIP-00820,C,L3,Day,Premium,Normal,0
CHIP-00821,B,L2,Night,Advanced,Normal,0
CHIP-00822,C,L2,Night,Advanced,Normal,0
CHIP-00823,B,L3,Day,Advanced,Normal,0
CHIP-00824,C,L3,Night,Advanced,Normal,0
CHIP-00825,A,L2,Day,Standard,High_Speed,0
CHIP-00826,A,L2,Day,Advanced,High_Speed,0
CHIP-00827,B,L2,Night,Advanced,Normal,0
CHIP-00828,A,L1,Night,Standard,High_Speed,0
CHIP-00829,C,L1,Day,Premium,Normal,0
CHIP-00830,A,L1,Night,Standard,Normal,0
CHIP-00831,A,L2,Night,Advanced,Normal,0
CHIP-00832,B,L2,Day,Advanced,High_Speed,0
CHIP-00833,A,L3,Day,Advanced,Normal,0
CHIP-00834,B,L1,Day,Standard,High_Speed,0
CHIP-00835,A,L1,Day,Standard,Normal,0
CHIP-00836,A,L1,Day,Standard,High_Speed,0
CHIP-00837,C,L3,Night,Advanced,High_Speed,1
CHIP-00838,B,L2,Day,Advanced,High_Speed,0
CHIP-00839,B,L2,Day,Advanced,High_Speed,0
CHIP-00840,A,L2,Day,Advanced,Normal,0
CHIP-00841,B,L1,Day,Advanced,Normal,0
CHIP-00842,B,L3,Night,Advanced,Normal,0
CHIP-00843,A,L3,Night,Standard,High_Speed,0
CHIP-00844,C,L3,Day,Advanced,Normal,0
CHIP-00845,B,L1,Day,Standard,Normal,0
CHIP-00846,C,L3,Day,Premium,Normal,0
CHIP-00847,C,L3,Day,Standard,Normal,0
CHIP-00848,B,L3,Night,Standard,Normal,0
CHIP-00849,A,L1,Night,Standard,Normal,0
CHIP-00850,C,L3,Night,Premium,High_Speed,0
CHIP-00851,B,L3,Day,Premium,Normal,0
CHIP-00852,C,L1,Night,Premium,High_Speed,0
CHIP-00853,B,L2,Day,Standard,Normal,0
CHIP-00854,A,L1,Day,Standard,Normal,0
CHIP-00855,C,L1,Day,Standard,High_Speed,0
CHIP-00856,C,L3,Night,Premium,Normal,1
CHIP-00857,A,L1,Night,Standard,Normal,0
CHIP-00858,B,L1,Night,Standard,High_Speed,0
CHIP-00859,B,L2,Day,Advanced,Normal,0
CHIP-00860,B,L3,Night,Advanced,Normal,0
CHIP-00861,C,L1,Day,Premium,High_Speed,0
CHIP-00862,A,L1,Night,Standard,Normal,0
CHIP-00863,A,L1,Day,Premium,Normal,0
CHIP-00864,A,L1,Night,Standard,Normal,0
CHIP-00865,C,L3,Day,Standard,Normal,0
CHIP-00866,A,L2,Day,Advanced,Normal,0
CHIP-00867,B,L2,Day,Advanced,Normal,0
CHIP-00868,C,L2,Day,Premium,Normal,0
CHIP-00869,C,L3,Day,Advanced,Normal,0
CHIP-00870,A,L2,Day,Standard,High_Speed,0
CHIP-00871,A,L3,Day,Standard,High_Speed,0
CHIP-00872,C,L3,Night,Premium,High_Speed,0
CHIP-00873,B,L3,Day,Advanced,Normal,0
CHIP-00874,A,L2,Night,Advanced,Normal,0
CHIP-00875,A,L3,Night,Advanced,High_Speed,0
CHIP-00876,C,L2,Night,Standard,Normal,0
CHIP-00877,C,L3,Day,Premium,Normal,0
CHIP-00878,B,L2,Day,Advanced,Normal,0
CHIP-00879,B,L2,Day,Premium,Normal,0
CHIP-00880,C,L2,Night,Premium,High_Speed,0
CHIP-00881,A,L1,Day,Standard,Normal,0
CHIP-00882,C,L3,Day,Premium,Normal,0
CHIP-00883,A,L2,Night,Advanced,Normal,0
CHIP-00884,A,L1,Night,Standard,High_Speed,0
CHIP-00885,A,L2,Day,Advanced,Normal,0
CHIP-00886,A,L2,Day,Standard,Normal,0
CHIP-00887,B,L1,Day,Premium,High_Speed,0
CHIP-00888,C,L2,Night,Premium,High_Speed,1
CHIP-00889,B,L2,Night,Standard,Normal,0
CHIP-00890,B,L3,Day,Standard,Normal,0
CHIP-00891,A,L1,Night,Standard,High_Speed,0
CHIP-00892,B,L1,Day,Advanced,High_Speed,0
CHIP-00893,B,L2,Day,Premium,Normal,0
CHIP-00894,B,L1,Day,Advanced,Normal,0
CHIP-00895,A,L3,Day,Advanced,Normal,0
CHIP-00896,C,L3,Day,Premium,Normal,0
CHIP-00897,A,L3,Day,Standard,Normal,0
CHIP-00898,A,L1,Day,Premium,Normal,0
CHIP-00899,A,L1,Day,Standard,High_Speed,1
CHIP-00900,B,L2,Night,Advanced,Normal,0
CHIP-00901,A,L1,Night,Standard,High_Speed,0
CHIP-00902,A,L1,Night,Standard,Normal,0
CHIP-00903,B,L2,Night,Advanced,Normal,0
CHIP-00904,A,L2,Night,Standard,High_Speed,0
CHIP-00905,A,L1,Day,Standard,Normal,0
CHIP-00906,B,L1,Night,Standard,Normal,0
CHIP-00907,B,L1,Day,Advanced,Normal,0
CHIP-00908,A,L2,Day,Standard,Normal,0
CHIP-00909,A,L1,Night,Advanced,Normal,0
CHIP-00910,B,L2,Day,Advanced,High_Speed,1
CHIP-00911,C,L3,Day,Premium,High_Speed,0
CHIP-00912,C,L3,Night,Advanced,Normal,0
CHIP-00913,A,L3,Day,Standard,Normal,0
CHIP-00914,C,L3,Day,Premium,Normal,0
CHIP-00915,B,L1,Night,Standard,High_Speed,0
CHIP-00916,B,L2,Night,Advanced,Normal,0
CHIP-00917,C,L3,Night,Advanced,Normal,0
CHIP-00918,C,L3,Day,Premium,Normal,0
CHIP-00919,B,L1,Night,Premium,High_Speed,0
CHIP-00920,B,L3,Night,Standard,Normal,0
CHIP-00921,C,L3,Night,Premium,Normal,0
CHIP-00922,A,L3,Day,Standard,Normal,1
CHIP-00923,A,L1,Day,Advanced,Normal,0
CHIP-00924,B,L2,Day,Premium,Normal,0
CHIP-00925,C,L2,Night,Advanced,Normal,0
CHIP-00926,A,L1,Day,Standard,Normal,0
CHIP-00927,A,L1,Day,Advanced,Normal,1
CHIP-00928,B,L1,Day,Advanced,Normal,0
CHIP-00929,A,L3,Day,Advanced,High_Speed,0
CHIP-00930,B,L2,Day,Advanced,High_Speed,0
CHIP-00931,B,L2,Night,Premium,Normal,0
CHIP-00932,C,L1,Day,Standard,Normal,0
CHIP-00933,C,L3,Day,Premium,Normal,0
CHIP-00934,B,L3,Day,Standard,Normal,0
CHIP-00935,C,L3,Day,Premium,High_Speed,1
CHIP-00936,A,L1,Day,Premium,Normal,0
CHIP-00937,B,L1,Day,Advanced,Normal,0
CHIP-00938,B,L2,Day,Advanced,Normal,1
CHIP-00939,A,L3,Day,Standard,High_Speed,0
CHIP-00940,A,L3,Night,Standard,High_Speed,0
CHIP-00941,B,L1,Day,Advanced,Normal,0
CHIP-00942,B,L2,Day,Advanced,Normal,0
CHIP-00943,B,L2,Day,Standard,Normal,0
CHIP-00944,A,L1,Day,Advanced,Normal,0
CHIP-00945,A,L2,Day,Advanced,Normal,0
CHIP-00946,C,L2,Day,Standard,High_Speed,0
CHIP-00947,A,L3,Day,Standard,Normal,0
CHIP-00948,C,L1,Night,Advanced,Normal,1
CHIP-00949,C,L2,Day,Premium,Normal,0
CHIP-00950,B,L2,Night,Premium,Normal,0
CHIP-00951,A,L3,Day,Standard,Normal,0
CHIP-00952,C,L3,Night,Standard,Normal,0
CHIP-00953,C,L3,Night,Premium,Normal,0
CHIP-00954,C,L2,Day,Standard,High_Speed,0
CHIP-00955,C,L1,Day,Premium,Normal,0
CHIP-00956,B,L2,Day,Advanced,Normal,0
CHIP-00957,A,L3,Day,Premium,Normal,0
CHIP-00958,C,L1,Night,Premium,High_Speed,0
CHIP-00959,A,L1,Day,Standard,Normal,0
CHIP-00960,B,L1,Night,Advanced,Normal,0
CHIP-00961,B,L2,Night,Standard,High_Speed,0
CHIP-00962,C,L2,Night,Advanced,Normal,0
CHIP-00963,C,L1,Day,Advanced,Normal,0
CHIP-00964,B,L1,Night,Advanced,Normal,0
CHIP-00965,A,L2,Day,Advanced,Normal,0
CHIP-00966,A,L2,Night,Standard,Normal,0
CHIP-00967,A,L1,Day,Standard,Normal,0
CHIP-00968,C,L3,Day,Premium,High_Speed,0
CHIP-00969,A,L1,Day,Standard,Normal,0
CHIP-00970,C,L1,Day,Advanced,Normal,0
CHIP-00971,A,L1,Day,Advanced,Normal,0
CHIP-00972,C,L1,Night,Premium,Normal,0
CHIP-00973,B,L1,Day,Advanced,High_Speed,0
CHIP-00974,C,L1,Night,Premium,Normal,0
CHIP-00975,B,L1,Night,Standard,Normal,0
CHIP-00976,C,L3,Night,Standard,High_Speed,0
CHIP-00977,C,L3,Night,Advanced,Normal,0
CHIP-00978,A,L1,Night,Standard,Normal,0
CHIP-00979,C,L3,Day,Advanced,High_Speed,0
CHIP-00980,B,L1,Day,Standard,Normal,0
CHIP-00981,A,L3,Day,Advanced,Normal,0
CHIP-00982,A,L1,Day,Standard,Normal,0
CHIP-00983,B,L1,Night,Premium,Normal,1
CHIP-00984,C,L2,Day,Advanced,High_Speed,0
CHIP-00985,C,L1,Night,Premium,Normal,0
CHIP-00986,A,L1,Day,Standard,Normal,0
CHIP-00987,B,L2,Night,Standard,High_Speed,0
CHIP-00988,A,L2,Day,Advanced,Normal,0
CHIP-00989,A,L1,Day,Standard,Normal,0
CHIP-00990,C,L1,Night,Premium,Normal,0
CHIP-00991,A,L3,Day,Advanced,Normal,0
CHIP-00992,A,L1,Night,Advanced,Normal,0
CHIP-00993,A,L1,Day,Advanced,Normal,0
CHIP-00994,A,L2,Night,Advanced,Normal,0
CHIP-00995,A,L1,Night,Standard,Normal,0
CHIP-00996,A,L3,Night,Premium,High_Speed,0
CHIP-00997,B,L1,Day,Standard,Normal,0
CHIP-00998,C,L1,Night,Advanced,High_Speed,0
CHIP-00999,A,L3,Day,Premium,Normal,0
CHIP-01000,C,L3,Day,Advanced,High_Speed,0
CHIP-01001,B,L2,Night,Premium,Normal,0
CHIP-01002,A,L1,Day,Advanced,Normal,0
CHIP-01003,A,L2,Night,Advanced,High_Speed,0
CHIP-01004,A,L3,Day,Standard,Normal,0
CHIP-01005,C,L2,Day,Premium,Normal,0
CHIP-01006,C,L3,Night,Standard,Normal,0
CHIP-01007,A,L2,Day,Standard,Normal,0
CHIP-01008,A,L3,Night,Advanced,High_Speed,0
CHIP-01009,A,L1,Night,Advanced,Normal,0
CHIP-01010,B,L3,Day,Advanced,Normal,0
CHIP-01011,A,L3,Night,Advanced,Normal,0
CHIP-01012,B,L3,Day,Advanced,Normal,0
CHIP-01013,B,L3,Day,Advanced,Normal,1
CHIP-01014,B,L3,Night,Standard,High_Speed,0
CHIP-01015,A,L2,Day,Advanced,Normal,0
CHIP-01016,B,L2,Night,Advanced,Normal,0
CHIP-01017,B,L3,Day,Standard,High_Speed,0
CHIP-01018,C,L3,Day,Advanced,Normal,1
CHIP-01019,B,L2,Night,Standard,Normal,0
CHIP-01020,B,L2,Day,Advanced,High_Speed,0
CHIP-01021,A,L3,Day,Standard,Normal,0
CHIP-01022,B,L1,Day,Advanced,Normal,0
CHIP-01023,B,L2,Night,Advanced,Normal,0
CHIP-01024,C,L2,Day,Premium,Normal,1
CHIP-01025,B,L3,Day,Advanced,High_Speed,0
CHIP-01026,C,L1,Day,Premium,Normal,0
CHIP-01027,C,L2,Night,Premium,High_Speed,0
CHIP-01028,A,L1,Night,Standard,Normal,0
CHIP-01029,A,L2,Night,Standard,Normal,0
CHIP-01030,C,L3,Day,Advanced,Normal,1
CHIP-01031,C,L3,Day,Standard,High_Speed,0
CHIP-01032,C,L2,Night,Advanced,Normal,0
CHIP-01033,B,L2,Day,Standard,Normal,0
CHIP-01034,C,L3,Day,Premium,Normal,0
CHIP-01035,A,L3,Night,Standard,Normal,0
