Wafer_ID,Lot_ID,Factory,Shift,Process_Mode,Product_Type,Material_Supplier,Chamber_ID,Temperature,Chamber_Pressure,Gas_Flow,Etch_Rate,Chamber_Humidity,Particle_Count,Thickness_Uniformity,Voltage_Stability,Cycle_Time,Defect
WAFER-00422,LOT-030,B,Day,High_Speed,Advanced,S2,CH-01,504.43,2.469,128.36,1.724,37.62,10.4,0.9451,0.9754,24.02,0
WAFER-00423,LOT-032,A,Night,Normal,Standard,S2,CH-04,496.98,2.627,126.56,1.47,37.43,22.2,0.9339,0.9575,32.88,1
WAFER-00424,LOT-023,A,Day,High_Speed,Standard,S3,CH-02,474.73,2.464,116.59,1.479,49.67,19.5,0.9434,0.9752,31.64,0
WAFER-00425,LOT-001,A,Day,High_Speed,Premium,S2,CH-03,464.69,2.347,107.18,1.674,37.68,17.5,0.8992,0.9493,30.74,1
WAFER-00426,LOT-002,A,Day,Normal,Advanced,S2,CH-01,502.43,2.68,112.09,1.551,33.97,13.5,0.9331,0.9721,31.56,0
WAFER-00427,LOT-029,B,Day,Normal,Standard,S3,CH-01,481.53,2.504,126.71,1.508,36.23,20.7,0.9292,0.9823,31.91,0
WAFER-00428,LOT-035,C,Night,Normal,Standard,S3,CH-03,497.8,2.569,100.94,1.626,50.13,27.3,0.9636,0.9698,28.83,0
WAFER-00429,LOT-026,C,Day,Normal,Premium,S1,CH-02,481.78,2.439,,1.521,31.58,19.6,0.9084,0.9664,29.17,0
WAFER-00430,LOT-023,A,Day,Normal,Advanced,S1,CH-01,462.15,2.624,120.86,1.732,40.88,13.8,0.9447,0.9725,30.39,0
WAFER-00431,LOT-018,B,Night,Normal,Standard,S3,CH-02,482.93,2.203,130.81,1.593,30.44,14.1,0.9626,0.9672,33.19,0
WAFER-00432,LOT-040,B,Night,High_Speed,Standard,S1,CH-02,487.71,2.581,109.93,1.447,32.14,19.8,0.9297,0.9831,25.64,0
WAFER-00433,LOT-028,C,Night,Normal,Standard,S1,CH-03,473.91,2.371,124.03,1.483,37.84,17.2,0.9021,0.9783,34.55,0
WAFER-00434,LOT-020,A,Day,Normal,Standard,S1,CH-02,487.78,2.58,120.16,1.554,34.85,17.9,0.9315,0.9512,34.45,0
WAFER-00435,LOT-024,C,Night,Normal,Standard,S1,CH-04,488.31,2.886,115.66,1.47,43.44,15.1,0.9206,0.9554,34.66,0
WAFER-00436,LOT-021,B,Day,High_Speed,Standard,S3,CH-01,483.41,2.389,115.88,1.583,38.76,25.2,0.9437,0.948,23.5,0
WAFER-00437,LOT-022,B,Night,Normal,Advanced,S1,CH-01,482.86,2.712,108.31,1.556,39.4,13.7,0.9603,0.9666,25.54,0
WAFER-00438,LOT-020,A,Night,Normal,Premium,S1,CH-01,501.55,2.466,112.5,1.462,34.8,28.9,0.8904,0.9612,32.74,1
WAFER-00439,LOT-018,B,Night,High_Speed,Standard,S1,CH-02,457.97,2.624,,1.433,40.62,37.3,0.9381,0.9653,30.93,0
WAFER-00440,LOT-039,B,Night,Normal,Standard,S3,CH-02,454.06,2.527,127.02,1.502,30.91,17.0,0.956,0.9722,32.57,0
WAFER-00441,LOT-022,B,Day,Normal,Advanced,S1,CH-01,503.61,2.385,106.6,1.545,34.29,18.1,0.9433,0.9782,28.66,0
WAFER-00442,LOT-009,A,Day,Normal,Advanced,S1,CH-03,477.59,2.55,108.75,1.579,25.33,20.8,0.9071,0.9584,27.96,0
WAFER-00443,LOT-008,B,Day,Normal,Advanced,S1,CH-03,492.31,2.439,121.6,1.486,49.3,23.1,0.9663,0.986,31.58,0
WAFER-00444,LOT-013,B,Day,Normal,Standard,,CH-04,472.46,2.754,116.48,1.438,32.79,23.4,0.9251,0.9723,27.7,0
WAFER-00445,LOT-004,B,Night,Normal,Advanced,S2,CH-01,467.57,2.185,115.96,1.548,34.16,15.8,0.9335,0.9576,28.01,0
WAFER-00446,LOT-027,C,Night,Normal,Standard,S1,CH-03,511.66,2.257,127.09,1.578,43.32,26.8,0.9637,0.9751,31.06,0
WAFER-00447,LOT-008,A,Day,Normal,Standard,S1,CH-02,473.99,2.897,129.57,1.436,44.87,19.7,0.95,0.9548,39.35,0
WAFER-00448,LOT-035,C,Night,High_Speed,Premium,S1,CH-04,487.73,2.486,122.04,1.561,23.78,30.0,0.9326,0.9661,30.63,1
WAFER-00449,LOT-040,B,Day,Normal,Standard,S1,CH-03,490.84,,123.39,1.554,36.32,14.4,0.9391,0.9897,31.04,0
WAFER-00450,LOT-037,B,Night,High_Speed,Standard,S2,CH-03,491.89,2.646,126.76,1.463,36.86,21.3,0.9619,0.9603,27.48,0
WAFER-00451,LOT-026,B,Day,Normal,Standard,S1,CH-02,474.1,2.608,124.38,1.448,35.34,18.2,0.9407,0.9825,28.37,0
WAFER-00452,LOT-004,A,Day,High_Speed,Advanced,S3,CH-04,490.92,2.175,118.71,1.486,30.21,19.8,0.9258,0.9356,30.25,0
WAFER-00453,LOT-035,B,Day,Normal,Standard,S1,CH-01,481.27,2.445,118.57,1.598,33.06,21.8,0.9452,0.9678,33.53,0
WAFER-00454,LOT-017,B,Day,Normal,Standard,S1,CH-03,471.34,2.589,121.4,1.445,36.33,26.4,0.9734,0.9667,26.55,0
WAFER-00455,LOT-018,B,Day,Normal,Standard,S3,CH-02,450.78,2.407,110.85,1.484,,19.4,0.945,0.994,34.8,0
WAFER-00456,LOT-012,B,Day,High_Speed,Standard,S1,CH-04,485.63,2.812,119.32,1.373,41.28,17.7,0.9116,0.9842,30.85,0
WAFER-00457,LOT-023,A,Night,High_Speed,Advanced,S2,CH-01,483.35,2.887,123.49,1.555,43.74,29.6,0.9228,0.9517,29.92,0
WAFER-00458,LOT-003,A,Day,Normal,Standard,S1,CH-01,473.89,2.276,,1.695,39.2,18.8,0.9308,0.9996,31.54,0
WAFER-00459,LOT-010,C,Day,Normal,Standard,S1,CH-02,487.5,2.429,125.25,1.462,35.92,14.2,0.9525,0.9712,35.81,0
WAFER-00460,LOT-030,A,Day,Normal,Premium,S3,CH-03,465.96,2.396,,1.702,50.48,25.9,0.9149,0.976,26.5,0
WAFER-00461,LOT-005,C,Day,Normal,Advanced,S2,CH-04,469.9,2.413,115.4,1.543,22.91,15.7,0.9339,0.9665,29.65,0
WAFER-00462,LOT-017,B,Night,High_Speed,Advanced,S1,CH-03,517.56,2.464,103.62,1.411,43.25,16.9,0.9077,0.9851,27.07,0
WAFER-00463,LOT-039,B,Night,High_Speed,Standard,S1,CH-04,479.81,2.264,122.97,1.508,37.86,19.9,0.9552,,26.3,0
WAFER-00464,LOT-020,C,Day,Normal,Advanced,S2,CH-03,475.13,2.433,,1.644,44.19,23.2,0.9483,0.9758,32.61,0
WAFER-00465,LOT-036,C,Night,High_Speed,Standard,S1,CH-01,472.28,2.54,115.92,1.586,30.9,14.2,0.9306,0.9872,26.47,0
WAFER-00466,LOT-034,A,Night,Normal,Standard,S2,CH-03,492.1,2.464,114.05,1.581,42.77,17.3,0.9602,0.949,27.19,0
WAFER-00467,LOT-035,C,Day,High_Speed,Standard,S1,CH-02,510.55,2.401,,1.609,42.07,13.5,0.919,0.965,34.19,0
WAFER-00468,LOT-011,A,Day,Normal,Standard,S2,CH-04,489.22,2.587,118.2,1.639,39.22,20.1,0.9649,0.9587,27.88,0
WAFER-00469,LOT-040,A,Night,Normal,Advanced,S2,CH-02,490.08,2.601,109.97,1.605,39.69,17.3,0.9613,0.9679,33.93,0
WAFER-00470,LOT-003,C,Night,High_Speed,Advanced,S2,CH-02,499.57,2.244,122.38,1.503,35.2,20.9,0.9311,0.9675,30.65,0
WAFER-00471,LOT-010,C,Day,Normal,Advanced,S1,CH-02,466.35,,113.2,1.497,35.33,22.4,0.8823,0.9953,28.22,0
WAFER-00472,LOT-034,C,Night,Normal,Standard,S1,CH-02,459.71,2.39,117.2,1.328,42.83,22.3,0.9415,0.9746,30.95,0
WAFER-00473,LOT-007,B,Night,Normal,Premium,S3,CH-02,484.58,2.692,130.4,1.534,37.92,14.1,0.9489,0.9644,33.98,0
WAFER-00474,LOT-015,A,Night,Normal,Standard,S1,CH-04,496.14,2.222,117.71,1.471,35.12,26.0,0.9065,0.9574,36.01,1
WAFER-00475,LOT-017,A,Night,Normal,Advanced,S2,CH-02,480.16,2.399,107.64,1.629,36.36,18.3,0.9549,0.9634,29.66,0
WAFER-00476,LOT-011,C,Night,Normal,Standard,S3,CH-02,471.96,2.365,,1.528,42.35,22.5,0.9483,0.9787,33.83,0
WAFER-00477,LOT-035,A,Day,High_Speed,Advanced,S1,CH-02,477.5,2.502,131.06,1.42,37.91,12.8,0.9423,0.9577,25.15,1
WAFER-00478,LOT-034,C,Night,Normal,Advanced,S2,CH-01,471.86,2.623,135.36,1.603,28.12,19.3,0.9378,0.9631,29.41,0
WAFER-00479,LOT-034,A,Night,Normal,Advanced,S1,CH-02,502.22,,127.28,1.555,49.52,25.5,0.9499,,33.87,0
WAFER-00480,LOT-004,A,Day,Normal,Standard,S1,CH-01,483.62,2.464,105.44,1.47,44.95,12.0,,0.9766,29.04,0
WAFER-00481,LOT-036,A,Day,High_Speed,Advanced,S1,CH-03,485.97,2.63,130.38,1.491,43.15,19.1,0.9299,0.9636,27.59,0
WAFER-00482,LOT-014,A,Night,Normal,Standard,S1,CH-04,479.32,2.602,122.44,1.613,40.7,28.9,0.9421,0.9523,34.77,0
WAFER-00483,LOT-001,C,Night,High_Speed,Standard,S2,CH-04,475.5,2.877,125.44,1.528,36.56,26.9,0.9274,0.977,31.13,0
WAFER-00484,LOT-021,B,Night,High_Speed,Standard,S1,CH-02,507.98,2.297,108.11,1.605,44.73,22.7,0.9021,,24.63,1
WAFER-00485,LOT-020,C,Day,Normal,Advanced,S1,CH-02,483.51,2.145,125.16,1.627,35.5,11.5,0.9312,0.9753,28.52,0
WAFER-00486,LOT-017,B,Night,Normal,Premium,S1,CH-01,454.64,2.72,115.38,1.417,40.63,18.9,0.9141,0.9554,32.65,0
WAFER-00487,LOT-016,C,Day,Normal,Advanced,S2,CH-01,467.82,2.553,107.4,1.537,33.4,13.7,0.934,0.9573,28.33,0
WAFER-00488,LOT-035,A,Day,Normal,Advanced,S1,CH-04,458.73,2.298,117.56,1.513,33.43,19.7,0.9421,0.9792,29.36,0
WAFER-00489,LOT-002,A,Day,Normal,Standard,S1,CH-04,472.98,2.431,119.01,1.595,37.35,22.4,0.9531,0.976,27.92,0
WAFER-00490,LOT-030,B,Day,Normal,Standard,S2,CH-04,476.65,2.794,114.82,1.495,39.04,16.5,0.9269,0.9542,99.27,0
WAFER-00491,LOT-020,C,Night,Normal,Standard,S1,CH-01,458.02,2.507,126.51,1.633,32.36,15.0,0.9497,0.9795,34.43,0
WAFER-00492,LOT-015,B,Night,High_Speed,Advanced,S1,CH-02,498.7,2.637,138.25,1.577,42.53,20.1,0.9128,0.976,30.74,0
WAFER-00493,LOT-033,A,Day,Normal,Standard,S1,CH-04,487.05,2.6,125.85,1.492,33.93,16.4,0.9588,0.9823,30.91,0
WAFER-00494,LOT-026,A,Day,High_Speed,Standard,S2,CH-01,480.6,2.155,127.9,1.315,38.03,22.4,0.9189,0.9766,27.55,0
WAFER-00495,LOT-012,A,Day,Normal,Standard,S3,CH-01,477.49,2.317,122.83,1.723,27.33,17.0,0.9319,0.9822,26.81,0
WAFER-00496,LOT-030,A,Day,Normal,Standard,S1,CH-03,480.95,2.746,114.69,1.463,33.59,23.4,0.9532,0.9774,32.25,0
WAFER-00497,LOT-039,C,Day,Normal,Standard,S1,CH-04,477.68,2.833,125.65,1.74,33.39,21.4,0.9692,0.9576,33.36,0
WAFER-00498,LOT-010,B,Day,Normal,Standard,S2,CH-02,491.05,2.224,119.58,1.701,42.31,7.2,0.9327,0.9723,32.85,0
WAFER-00499,LOT-029,A,Day,Normal,Premium,S1,CH-03,497.89,2.437,118.37,1.597,37.62,17.3,0.9025,0.9619,27.43,1
WAFER-00500,LOT-028,A,Day,Normal,Advanced,S2,CH-01,486.11,2.239,120.67,1.467,33.36,10.6,0.938,0.9625,26.23,0
WAFER-00501,LOT-026,B,Night,Normal,Advanced,S2,CH-03,483.54,2.413,112.2,1.499,32.66,21.3,0.9671,0.9711,35.37,0
WAFER-00502,LOT-005,A,Day,Normal,Standard,S1,CH-04,473.0,2.099,,1.478,41.63,15.6,0.9158,0.9516,33.81,0
WAFER-00503,LOT-029,B,Day,Normal,Standard,S1,CH-01,455.58,,120.3,1.572,40.43,14.6,0.9296,0.9733,31.34,0
WAFER-00504,LOT-027,C,Day,High_Speed,Premium,S2,CH-02,486.18,2.432,118.79,1.413,46.94,24.1,0.9196,0.9817,29.9,0
WAFER-00505,LOT-020,A,Day,Normal,Standard,,CH-02,477.1,2.635,128.98,1.55,37.99,24.2,0.933,,29.79,0
WAFER-00506,LOT-009,B,Night,Normal,Premium,S2,CH-01,513.78,2.121,98.75,1.489,47.82,27.5,0.8795,0.9795,31.73,1
WAFER-00507,LOT-003,B,Night,Normal,Standard,S1,CH-02,471.24,2.83,116.93,1.511,39.94,23.6,0.9206,0.9794,33.23,0
WAFER-00508,LOT-017,B,Night,Normal,Advanced,S1,CH-02,496.89,2.74,124.45,1.436,34.74,17.8,0.895,0.9716,25.16,0
WAFER-00509,LOT-009,C,Night,Normal,Standard,S1,CH-01,446.85,2.348,121.45,1.44,35.15,18.3,0.9747,0.9616,26.07,0
WAFER-00510,LOT-015,A,Night,Normal,Advanced,S1,CH-03,470.16,2.451,114.87,1.566,,17.8,0.938,0.9418,33.02,0
WAFER-00511,LOT-008,B,Day,High_Speed,Premium,S1,CH-01,488.56,2.23,111.42,1.594,41.21,22.6,0.9491,0.9545,24.71,0
WAFER-00512,LOT-001,B,Day,Normal,Standard,S1,CH-03,480.62,2.637,124.64,1.57,36.47,19.3,0.9432,0.9685,29.31,0
WAFER-00513,LOT-022,B,Night,Normal,Advanced,S1,CH-01,504.19,2.681,128.26,1.563,37.65,26.9,0.9575,,31.52,0
WAFER-00514,LOT-018,A,Day,Normal,Standard,S2,CH-04,476.82,2.578,111.04,1.547,46.49,15.6,0.99,0.9624,36.3,0
WAFER-00515,LOT-020,C,Day,Normal,Standard,S1,CH-04,486.41,2.71,122.2,1.558,47.95,21.9,0.9123,0.9672,34.35,0
WAFER-00516,LOT-011,A,Day,Normal,Standard,S2,CH-04,484.61,2.857,114.96,1.498,44.24,19.0,0.9052,0.9683,29.89,0
WAFER-00517,LOT-038,A,Day,Normal,Advanced,S1,CH-03,492.39,2.532,115.27,1.615,36.71,13.5,0.8756,0.9731,26.57,0
WAFER-00518,LOT-024,A,Night,Normal,Advanced,S1,CH-04,500.05,2.524,115.99,1.34,41.78,19.6,0.9263,0.9692,27.49,1
WAFER-00519,LOT-021,B,Day,Normal,Premium,S3,CH-01,496.54,2.698,115.19,1.695,37.68,17.8,0.9268,0.9901,30.31,0
WAFER-00520,LOT-018,B,Day,Normal,Standard,S2,CH-04,491.9,2.768,116.99,1.554,32.64,16.8,0.9611,0.9475,26.99,1
WAFER-00521,LOT-022,A,Night,Normal,Advanced,S1,CH-01,475.13,2.221,112.47,1.391,45.52,19.7,0.9244,0.9735,28.46,0
WAFER-00522,LOT-021,A,Day,Normal,Advanced,S1,CH-01,479.94,2.582,112.15,1.552,40.45,18.1,0.9552,0.9796,37.86,0
WAFER-00523,LOT-033,B,Night,Normal,Standard,S1,CH-03,473.71,2.682,117.08,1.529,41.11,15.2,0.9072,0.975,33.45,0
WAFER-00524,LOT-026,B,Day,Normal,Standard,S2,CH-03,488.05,2.588,122.47,1.717,28.7,21.6,0.9409,0.9756,27.12,0
WAFER-00525,LOT-002,A,Day,Normal,Advanced,S1,CH-04,472.64,2.577,120.07,1.529,44.37,23.3,0.9193,0.9806,30.75,0
WAFER-00526,LOT-006,C,Day,,Advanced,S2,CH-02,488.48,2.464,128.64,1.571,40.71,25.8,,0.9615,31.24,0
WAFER-00527,LOT-024,C,Day,Normal,Advanced,S1,CH-04,482.04,2.523,124.56,1.564,43.34,8.3,0.9213,0.9668,32.43,0
WAFER-00528,LOT-013,C,Day,High_Speed,Advanced,S2,CH-04,480.82,2.487,120.63,1.504,41.0,20.3,0.935,0.9533,31.36,0
WAFER-00529,LOT-012,A,Day,Normal,Standard,S3,CH-01,477.26,2.29,124.6,1.54,39.8,11.3,0.9537,0.9413,31.93,0
WAFER-00530,LOT-017,A,Day,High_Speed,Standard,S2,CH-03,475.25,2.662,124.86,1.62,37.07,16.1,0.9535,0.9758,34.08,0
WAFER-00531,LOT-028,A,Night,Normal,Standard,,CH-04,480.75,3.232,130.17,1.542,35.1,17.0,0.9408,0.9624,30.05,1
WAFER-00532,LOT-005,B,Day,Normal,Standard,S2,CH-02,453.31,2.358,104.09,1.661,48.13,23.6,0.9694,0.9831,31.57,0
WAFER-00533,LOT-009,C,Day,Normal,Standard,S1,CH-03,476.22,2.218,118.7,1.449,39.73,24.4,,0.9611,29.55,1
WAFER-00534,LOT-034,B,Day,High_Speed,Advanced,S1,CH-02,504.81,2.299,,1.519,43.1,19.2,0.9064,0.9792,26.64,0
WAFER-00535,LOT-023,A,Day,Normal,Advanced,S1,CH-01,494.73,2.707,131.69,1.415,35.27,15.1,0.9408,0.9702,39.12,0
WAFER-00536,LOT-013,A,Day,Normal,Premium,S1,CH-03,492.58,2.306,114.64,1.509,31.11,14.2,0.9227,0.9671,32.59,0
WAFER-00537,LOT-030,A,Night,Normal,Standard,S2,CH-01,480.92,2.671,115.24,1.546,39.86,23.4,0.9464,0.9863,26.29,0
WAFER-00538,LOT-001,C,Night,Normal,Premium,S2,CH-01,475.5,2.748,119.18,1.469,36.76,25.6,0.8884,0.9706,31.26,0
WAFER-00539,LOT-013,B,Night,Normal,Advanced,S2,CH-03,467.92,2.68,105.78,1.475,38.21,27.9,0.9351,0.987,27.69,0
WAFER-00540,LOT-003,A,Day,High_Speed,Advanced,S2,CH-01,466.08,2.642,118.8,1.582,31.68,20.4,0.9157,0.951,25.27,1
WAFER-00541,LOT-035,B,Night,Normal,Standard,S1,CH-02,477.26,2.381,123.55,1.65,39.77,22.0,0.8937,0.9786,28.1,0
WAFER-00542,LOT-037,C,Night,High_Speed,Standard,S1,CH-01,488.24,2.77,127.89,1.52,36.47,20.4,0.9588,0.9701,32.55,0
WAFER-00543,LOT-009,A,Day,High_Speed,Standard,S2,CH-01,470.22,2.639,118.21,1.633,40.31,12.0,0.9315,0.9725,28.33,0
WAFER-00544,LOT-009,B,Day,Normal,Standard,S1,CH-03,472.67,,113.96,1.675,32.25,17.3,0.9199,0.9864,35.18,0
WAFER-00545,LOT-029,C,Day,Normal,Standard,S1,CH-03,458.22,0.987,129.83,1.634,43.26,19.8,0.9432,0.9757,32.53,1
WAFER-00546,LOT-003,C,Night,Normal,Advanced,S1,CH-04,484.71,,122.95,1.388,37.66,26.3,0.9483,0.9349,29.1,0
WAFER-00547,LOT-004,C,Day,Normal,Standard,S2,CH-01,475.9,2.291,132.68,1.497,32.93,16.9,0.9205,0.9505,34.53,0
WAFER-00548,LOT-034,A,Night,Normal,Advanced,S1,CH-04,475.62,2.477,117.97,1.528,30.73,13.5,0.972,0.9626,32.74,0
WAFER-00549,LOT-009,C,Day,Normal,Advanced,S1,CH-01,475.1,2.613,113.28,1.636,34.22,16.3,0.9142,0.9854,35.66,0
WAFER-00550,LOT-020,A,Night,High_Speed,Standard,S3,CH-02,487.91,2.308,114.56,1.567,35.33,13.4,0.91,0.9629,29.16,0
WAFER-00551,LOT-011,C,Night,Normal,Advanced,S1,CH-02,481.19,2.372,133.75,1.587,35.81,16.6,0.9582,0.9711,32.88,0
WAFER-00552,LOT-017,C,Day,Normal,Standard,S2,CH-03,483.34,2.367,130.15,1.608,44.53,15.3,0.9348,0.9633,30.61,0
WAFER-00553,LOT-011,C,Day,Normal,Standard,S1,CH-04,464.79,2.073,121.12,1.469,40.99,15.7,0.8895,0.9597,30.63,0
WAFER-00554,LOT-033,A,Day,Normal,Standard,S1,CH-01,464.37,2.813,124.09,1.686,31.58,15.9,0.9424,0.9812,29.94,0
WAFER-00555,LOT-020,C,Night,Normal,Advanced,S1,CH-04,474.02,2.274,118.64,1.56,40.37,21.7,0.9342,0.9911,29.3,0
WAFER-00556,LOT-034,C,Day,High_Speed,Standard,S1,CH-04,478.62,2.474,117.92,1.671,38.77,16.8,0.9173,0.9744,31.03,0
WAFER-00557,LOT-009,A,Night,Normal,Standard,S2,CH-04,481.11,2.624,131.19,1.58,35.37,30.8,0.9219,0.9725,32.48,0
WAFER-00558,LOT-003,B,Day,High_Speed,Advanced,S2,CH-01,488.42,2.529,119.16,1.718,44.22,20.4,0.9688,0.9916,28.65,0
WAFER-00559,LOT-013,A,Day,Normal,Advanced,S2,CH-02,479.82,2.161,113.1,1.528,31.0,19.9,0.9127,0.98,36.36,0
WAFER-00560,LOT-003,A,Night,Normal,Standard,S2,CH-02,469.55,2.487,112.42,1.392,40.44,25.7,0.9214,0.9826,31.69,0
WAFER-00561,LOT-024,C,Day,Normal,Advanced,S1,CH-02,486.08,2.414,117.22,1.673,36.85,24.3,0.9573,0.965,31.08,0
WAFER-00562,LOT-035,B,Night,High_Speed,Premium,S1,CH-04,488.98,2.563,111.63,1.579,48.9,19.1,0.9258,0.9701,25.99,0
WAFER-00563,LOT-001,B,Night,Normal,Standard,S1,CH-02,481.01,2.461,110.1,1.377,36.4,17.5,0.9148,0.9714,31.24,0
WAFER-00564,LOT-020,C,Day,Normal,Standard,S2,CH-01,486.3,2.97,115.52,1.526,40.62,12.3,0.9683,0.9478,32.65,0
WAFER-00565,LOT-005,C,Day,High_Speed,Premium,S1,CH-04,484.29,2.575,121.99,1.573,34.42,22.3,0.9454,0.9667,27.78,0
WAFER-00566,LOT-032,B,Day,Normal,Standard,S1,CH-03,481.06,2.687,124.44,1.39,37.8,34.3,,0.9493,68.51,1
WAFER-00567,LOT-022,C,Day,Normal,Advanced,S2,CH-04,445.24,2.497,126.38,1.655,43.49,22.7,0.9308,0.9838,34.08,0
WAFER-00568,LOT-005,B,Night,High_Speed,Advanced,S1,CH-03,490.98,2.371,123.04,1.61,35.26,19.0,0.9375,0.9714,24.58,0
WAFER-00569,LOT-012,C,Day,,Premium,S2,CH-01,459.85,2.588,116.45,1.804,35.11,17.4,0.8816,0.9811,32.42,0
WAFER-00570,LOT-023,A,Night,Normal,Standard,S1,CH-02,461.43,2.299,,1.655,36.84,26.7,0.9283,0.9788,29.0,0
WAFER-00571,LOT-005,A,Day,Normal,Advanced,S1,CH-02,486.89,2.475,114.53,1.585,43.17,13.3,0.9339,0.9459,30.97,0
WAFER-00572,LOT-013,A,Night,High_Speed,Premium,S3,CH-04,492.79,2.559,111.07,1.368,,21.0,0.9536,0.9559,28.35,1
WAFER-00573,LOT-013,A,Day,Normal,Standard,S1,CH-01,492.42,2.208,105.88,1.569,40.92,22.4,0.9404,0.9854,26.64,0
WAFER-00574,LOT-005,C,Night,Normal,Premium,S2,CH-03,460.04,,112.64,1.562,37.34,15.4,0.9424,0.9419,30.07,0
WAFER-00575,LOT-025,C,Night,High_Speed,Advanced,S2,CH-04,489.83,2.37,113.8,1.475,35.26,20.5,0.952,,32.0,0
WAFER-00576,LOT-030,A,Day,High_Speed,Standard,S2,CH-04,483.31,2.585,110.46,1.722,39.48,20.9,0.9134,0.9632,27.27,0
WAFER-00577,LOT-002,A,Night,Normal,Advanced,S2,CH-03,473.29,2.493,126.5,1.537,26.45,18.1,0.9772,0.9607,33.65,0
WAFER-00578,LOT-011,C,Day,Normal,Standard,S2,CH-04,468.05,2.757,120.78,1.603,37.65,23.9,,0.9454,31.04,1
WAFER-00579,LOT-027,A,Day,Normal,Standard,S3,CH-02,469.96,2.598,109.88,1.587,40.01,21.1,0.9229,0.9524,37.51,0
WAFER-00580,LOT-033,A,Day,High_Speed,Standard,S1,CH-04,496.64,2.478,124.27,1.59,32.66,22.7,0.9394,0.9572,29.75,0
WAFER-00581,LOT-025,B,Night,Normal,Standard,S3,CH-01,476.29,2.387,121.17,1.469,41.44,24.6,0.9634,0.9631,27.85,0
WAFER-00582,LOT-016,B,Day,High_Speed,Advanced,S2,CH-02,483.59,2.224,109.69,1.509,42.79,22.8,0.9255,0.9677,24.17,1
WAFER-00583,LOT-034,A,Night,High_Speed,Standard,S3,CH-02,503.84,2.488,115.59,1.594,30.34,16.9,0.9347,0.9724,34.43,0
WAFER-00584,LOT-026,A,Day,Normal,Standard,S1,CH-01,483.19,2.275,115.54,1.658,37.95,14.6,0.9319,0.9884,31.66,0
WAFER-00585,LOT-021,B,Night,,Standard,,CH-01,486.21,2.353,128.28,1.66,41.48,18.5,0.9376,0.9665,30.57,0
WAFER-00586,LOT-020,C,Day,High_Speed,Standard,S1,CH-04,484.7,2.677,121.49,1.609,29.99,20.9,0.9711,,30.72,0
WAFER-00587,LOT-029,C,Night,Normal,Standard,S1,CH-04,495.99,2.578,118.23,1.361,35.79,100.9,0.9763,0.9721,31.63,1
WAFER-00588,LOT-027,B,Night,Normal,Standard,S1,CH-02,483.77,2.388,125.23,1.689,42.46,31.4,0.9206,0.9747,32.64,0
WAFER-00589,LOT-005,B,Day,Normal,Standard,S1,CH-02,478.23,2.574,117.05,1.547,38.19,16.2,0.9362,0.9765,27.68,0
WAFER-00590,LOT-030,A,Day,High_Speed,Advanced,S3,CH-01,487.51,2.375,122.0,1.481,35.36,8.9,0.9358,0.9925,31.69,0
WAFER-00591,LOT-022,A,Night,Normal,Standard,S1,CH-01,493.09,2.543,119.55,1.47,25.13,18.3,0.9349,0.96,31.16,0
WAFER-00592,LOT-032,C,Day,Normal,Standard,S1,CH-03,472.12,2.438,117.47,1.374,36.06,23.4,0.858,0.9626,31.08,1
WAFER-00593,LOT-032,A,Day,Normal,Standard,S1,CH-03,489.05,2.627,129.58,1.496,38.04,21.2,0.9279,0.9707,27.63,0
WAFER-00594,LOT-037,B,Day,High_Speed,Standard,S2,CH-03,488.42,2.369,119.89,1.508,30.83,19.9,0.9289,0.9778,26.15,0
WAFER-00595,LOT-009,B,Night,Normal,Premium,S3,CH-02,484.11,2.142,131.3,1.38,37.9,23.9,0.8907,0.976,31.41,0
WAFER-00596,LOT-034,B,Day,Normal,Advanced,S1,CH-03,490.64,2.416,125.18,1.704,35.9,20.2,0.89,0.9876,32.08,0
WAFER-00597,LOT-005,A,Day,,Advanced,S3,CH-01,472.75,2.608,110.37,1.758,25.68,10.6,,0.9794,32.93,0
WAFER-00598,LOT-021,A,Night,Normal,Advanced,S1,CH-03,498.91,2.601,115.15,1.75,42.26,22.1,0.978,0.9722,23.01,0
WAFER-00599,LOT-012,C,Day,Normal,Premium,S2,CH-04,471.71,2.477,101.66,1.575,42.39,14.6,,,31.61,0
WAFER-00600,LOT-033,A,Day,Normal,Premium,S2,CH-03,481.45,2.488,124.34,1.402,30.98,15.1,0.9173,0.9633,30.2,0
WAFER-00601,LOT-033,B,Night,Normal,Premium,S1,CH-03,477.19,,118.12,1.687,43.08,21.7,0.9224,0.9644,30.1,0
WAFER-00602,LOT-028,C,Night,Normal,Standard,S1,CH-01,473.45,2.232,,1.542,36.96,22.1,,0.9918,31.99,0
WAFER-00603,LOT-031,A,Night,Normal,Advanced,S1,CH-04,471.77,2.497,124.21,1.62,22.48,26.2,0.9578,0.982,28.03,0
WAFER-00604,LOT-036,B,Night,High_Speed,Standard,S1,CH-02,468.87,2.51,130.83,1.581,41.47,16.2,0.8965,0.9851,25.52,0
WAFER-00605,LOT-018,B,Night,Normal,Standard,S3,CH-01,466.44,2.211,111.42,1.445,21.95,27.2,0.9038,,31.4,1
WAFER-00606,LOT-005,A,Day,Normal,Premium,S2,CH-01,477.52,2.662,112.33,1.615,32.69,13.1,0.9454,0.9708,34.99,0
